county_name,geometry
Siskiyou,"list(c(-123.230762, -123.192361, -123.154908, -123.145959, -123.083956, -123.065655, -123.045254, -122.941597, -122.893961, -122.876148, -122.870315059246, -122.80008, -122.712942, -122.634739, -122.501135, -122.427459517626, -122.397984, -122.388880569224, -122.378193, -122.368854110129, -122.368182379238, -122.289527, -122.261127, -122.1878579424, -122.161328, -122.160438, -122.156666, -122.155408, -122.101922, -122.000319, -121.846712, -121.708199, -121.705045, -121.689159, -121.675348, -121.598001774554, 
-121.580865, -121.52025, -121.447604981143, -121.447518, -121.447518, -121.456874, -121.456943, -121.456953, -121.456953, -121.456952, -121.456956, -121.456922, -121.448981, -121.44938, -121.448566, -121.449234, -121.449242, -121.449722, -121.44919, -121.449115, -121.448556, -121.448828, -121.448906, -121.449027, -121.449003, -121.449033, -121.448998, -121.448902, -121.448848, -121.448881, -121.448699, -121.446599, -121.446406, -121.446399, -121.445995, -121.446495, -121.501097, -121.561798, -121.718065, 
-121.792296, -121.805625, -121.807609, -121.815484, -121.841956, -121.967317, -121.979005, -122.014733, -122.07282, -122.126114, -122.148235, -122.196273, -122.317144, -122.380872, -122.498376, -122.498898, -122.495023, -122.495018, -122.497401, -122.501535, -122.505173, -122.508402, -122.509458, -122.515492, -122.518725, -122.522636, -122.519482, -122.514916, -122.512261, -122.515063, -122.518109, -122.517458, -122.514647, -122.508247, -122.509197, -122.512298, -122.513943, -122.513927, -122.512295, 
-122.51397, -122.51333, -122.510167, -122.502337, -122.499223, -122.498263, -122.499732, -122.500223, -122.501946, -122.50192, -122.496628, -122.491196, -122.488955, -122.486847, -122.481129, -122.478771, -122.483311, -122.488962, -122.490803, -122.502542, -122.504254, -122.504662, -122.50389, -122.509371, -122.519912, -122.529153, -122.535718, -122.538667, -122.542721, -122.542213, -122.542835, -122.544458, -122.55169, -122.561049, -122.565749, -122.569641, -122.572326, -122.576939, -122.579954, 
-122.585241, -122.585799, -122.585998, -122.586819, -122.586055, -122.584182, -122.581141, -122.581022, -122.581845, -122.585803, -122.58712, -122.587628, -122.587355, -122.58787, -122.589052, -122.593139, -122.598912, -122.601303, -122.603359, -122.605226, -122.607682, -122.617889, -122.623932, -122.625108, -122.627473, -122.63233, -122.642128, -122.64573, -122.647683, -122.64821, -122.646386, -122.64558, -122.651549, -122.652724, -122.653521, -122.654696, -122.658273, -122.663488, -122.665459, 
-122.667354, -122.677275, -122.677618, -122.677156, -122.677537, -122.679068, -122.682246, -122.686289, -122.687357, -122.700268, -122.704961, -122.711957, -122.720366, -122.724601, -122.724552, -122.725295, -122.728435, -122.732649, -122.740043, -122.746465, -122.748958, -122.753641, -122.758318, -122.763738, -122.765047, -122.777012, -122.777882, -122.778149, -122.779799, -122.781207, -122.78673, -122.787697, -122.788333, -122.795551, -122.797632, -122.7976, -122.798699, -122.80211, -122.811342, 
-122.812911, -122.816845, -122.825175, -122.836698, -122.839532, -122.842296, -122.843941, -122.859935, -122.862485, -122.863619, -122.870689, -122.876141, -122.883563, -122.885163, -122.893259, -122.897066, -122.906769, -122.908836, -122.91537, -122.917513, -122.920947, -122.924839, -122.925957, -122.927755, -122.928032, -122.929171, -122.9356, -122.938374, -122.945361, -122.951317, -122.961347, -122.96273, -122.9626, -122.960888, -122.957864, -122.954683, -122.956421, -122.951664, -122.952918, 
-122.954164, -122.956029, -122.958074, -122.961572, -122.963034, -122.959934, -122.96025, -122.963287, -122.966276, -122.967572, -122.973381, -122.974236, -122.974072, -122.97314, -122.970737, -122.969094, -122.968796, -122.969164, -122.970967, -122.96606, -122.954906, -122.953179, -122.94207, -122.923328, -122.921975, -122.919634, -122.916446, -122.916425, -122.915531, -122.913358, -122.912386, -122.90943, -122.909227, -122.906269, -122.898157, -122.897363, -122.897411, -122.89902, -122.901562, 
-122.902413, -122.902685, -122.900692, -122.900697, -122.901522, -122.903048, -122.90586, -122.91293, -122.914451, -122.915314, -122.914653, -122.913894, -122.914204, -122.917529, -122.922699, -122.924666, -122.934978, -122.938733, -122.941669, -122.945486, -122.94888, -122.952018, -122.959649, -122.964623, -122.968937, -122.978889, -122.980131, -122.993563, -122.997207, -123.003865, -123.007237, -123.016688, -123.0245, -123.029619, -123.037118, -123.039506, -123.04155, -123.042588, -123.043843, 
-123.043393, -123.044712, -123.046638, -123.047643, -123.045999, -123.045976, -123.049692, -123.057601, -123.064302, -123.067827, -123.071248, -123.076003, -123.080092, -123.090028, -123.095155, -123.09634, -123.099549, -123.102788, -123.1051, -123.105894, -123.109608, -123.109077, -123.128481, -123.130659, -123.132945, -123.141338, -123.148723, -123.149907, -123.153921, -123.155595, -123.159386, -123.16525, -123.170668, -123.178935, -123.184362, -123.185595, -123.193115, -123.19882, -123.201069, 
-123.203153, -123.207662, -123.21729, -123.222078, -123.224439, -123.23948, -123.245222, -123.245995, -123.246828, -123.249966, -123.257174, -123.258411, -123.261783, -123.26186, -123.261383, -123.263078, -123.269355, -123.271776, -123.273622, -123.273402, -123.283939, -123.286919, -123.294343, -123.295065, -123.300542, -123.307669, -123.310522, -123.31537, -123.324952, -123.329615, -123.333626, -123.336367, -123.341518, -123.349182, -123.353237, -123.354472, -123.362672, -123.37048, -123.370728, 
-123.372973, -123.375344, -123.381192, -123.384062, -123.386413, -123.391432, -123.392726, -123.394118, -123.392974, -123.393507, -123.397862, -123.402459, -123.403977, -123.408291, -123.410138, -123.410706, -123.414958, -123.414809, -123.417095, -123.42771, -123.429918, -123.433605, -123.435999, -123.437001, -123.434198, -123.437673, -123.441413, -123.450899, -123.455311, -123.452155, -123.447306, -123.444158, -123.443125, -123.442433, -123.442329, -123.442819, -123.442395, -123.442274, -123.443851, 
-123.443699, -123.444064, -123.444792, -123.446796, -123.454043, -123.461748, -123.463144, -123.461951, -123.456666, -123.455482, -123.456883, -123.460335, -123.460794, -123.459825, -123.459592, -123.46344, -123.464252, -123.472471, -123.472964, -123.474001, -123.47748, -123.478641, -123.47941, -123.479334, -123.478367, -123.481489, -123.48251, -123.478266, -123.474383, -123.474085, -123.479535, -123.484562, -123.486498, -123.487842, -123.490527, -123.49351, -123.498266, -123.500371, -123.499883, 
-123.50117, -123.661363, -123.660377, -123.658132, -123.655469, -123.656222, -123.656005, -123.647626, -123.641649, -123.638914, -123.63903, -123.642015, -123.644813, -123.647629, -123.648561, -123.643729, -123.637792, -123.633036, -123.622011, -123.618176, -123.615299, -123.612394, -123.614877, -123.612583, -123.61179, -123.617941, -123.620397, -123.621452, -123.622729, -123.626926, -123.630836, -123.635528, -123.635163, -123.635751, -123.638438, -123.640282, -123.640777, -123.640986, -123.640742, 
-123.644508, -123.646132, -123.646366, -123.645642, -123.645392, -123.645075, -123.644218, -123.644081, -123.648043, -123.650726, -123.652796, -123.655133, -123.65677, -123.662344, -123.666071, -123.669491, -123.671775, -123.677948, -123.68175, -123.692566, -123.69399, -123.693889, -123.689251, -123.688136, -123.685541, -123.683781, -123.681532, -123.684807, -123.685355, -123.687221, -123.688577, -123.689095, -123.687895, -123.686832, -123.682611, -123.681345, -123.68232, -123.687858, -123.69493, 
-123.697587, -123.699132, -123.699028, -123.706535, -123.711479, -123.715675, -123.719174, -123.718797, -123.716106, -123.711031, -123.704264, -123.701485, -123.697467, -123.696556, -123.697056, -123.69839, -123.69664, -123.686072, -123.680444, -123.679926, -123.685084, -123.688445, -123.689583, -123.685393, -123.674692, -123.669816, -123.662843, -123.663063, -123.664809, -123.668028, -123.670117, -123.670075, -123.669168, -123.664334, -123.660205, -123.659871, -123.661068, -123.661891, -123.668259, 
-123.673688, -123.678304, -123.67974, -123.678655, -123.682148, -123.681861, -123.683421, -123.68834, -123.685901, -123.684106, -123.676041, -123.674602, -123.673881, -123.672701, -123.675727, -123.680667, -123.684878, -123.688453, -123.689957, -123.693945, -123.693719, -123.69577, -123.698218, -123.699713, -123.703364, -123.702073, -123.702103, -123.703681, -123.694039, -123.682913, -123.676614, -123.67336, -123.671737, -123.67078, -123.670783, -123.662731, -123.660996, -123.656942, -123.650681, 
-123.649476, -123.65096, -123.649553, -123.650675, -123.642908, -123.6382, -123.637429, -123.635645, -123.624463, -123.621268, -123.61705, -123.613869, -123.606301, -123.60521, -123.602491, -123.59929, -123.597377, -123.599105, -123.599403, -123.592381, -123.579307, -123.573393, -123.565442, -123.559492, -123.555839, -123.554664, -123.55461, -123.553644, -123.548845, -123.539764, -123.533533, -123.53287, -123.533827, -123.535371, -123.536289, -123.537819, -123.540286, -123.540935, -123.539361, -123.534262, 
-123.530457, -123.519854, -123.519565, -123.520125, -123.520398, -123.517883673787, -123.501997, -123.498896, -123.49883, -123.43477, -123.381776, -123.347562, -123.230762, 42.003845, 42.005446, 42.008036, 42.009247, 42.005448, 42.004948, 42.003049, 42.003085, 42.002605, 42.003247, 42.0033101848239, 42.004071, 42.004157, 42.004858, 42.00846, 42.0086728461551, 42.008758, 42.0091075835172, 42.009518, 42.0093332571128, 42.0093199688627, 42.007764, 42.007364, 42.0075644273863, 42.007637, 42.007637, 42.007384, 
42.007429, 42.005766, 42.003967, 42.00307, 42.000815, 42.000766, 42.000584, 42.000351, 41.9989732527076, 41.998668, 41.997983, 41.9971695271326, 41.953474, 41.950111, 41.949856, 41.942787, 41.941785, 41.941255, 41.939749, 41.874878, 41.776302, 41.776392, 41.749881, 41.656895, 41.638177, 41.637943, 41.624881, 41.621435, 41.614162, 41.539227, 41.516718, 41.510209, 41.495333, 41.494105, 41.493282, 41.493112, 41.472714, 41.468348, 41.468195, 41.429383, 41.428983, 41.292232, 41.287408, 41.207085, 41.183484, 
41.183084, 41.183884, 41.183382, 41.1833, 41.183287, 41.183285, 41.183285, 41.183314, 41.183348, 41.183342, 41.183251, 41.183097, 41.182969, 41.184545, 41.184441, 41.184867, 41.182845, 41.182675, 41.184658, 41.191665, 41.192438, 41.195569, 41.197974, 41.199133, 41.201533, 41.203084, 41.204992, 41.209228, 41.213525, 41.218956, 41.222566, 41.226452, 41.232615, 41.235921, 41.239783, 41.240544, 41.245288, 41.249123, 41.252171, 41.255215, 41.266792, 41.270983, 41.280152, 41.28368, 41.288664, 41.289868, 
41.292049, 41.295748, 41.303864, 41.305505, 41.307599, 41.309113, 41.311639, 41.313439, 41.31579, 41.316986, 41.318386, 41.320085, 41.323729, 41.324662, 41.325526, 41.332944, 41.33471, 41.336968, 41.342985, 41.343777, 41.343776, 41.341338, 41.341433, 41.344051, 41.350145, 41.351184, 41.354083, 41.355915, 41.361702, 41.36596, 41.365464, 41.367922, 41.368025, 41.364184, 41.362832, 41.359008, 41.357634, 41.353834, 41.349202, 41.347036, 41.344024, 41.34144, 41.33767, 41.336465, 41.334717, 41.333281, 
41.332209, 41.329716, 41.328173, 41.326837, 41.325359, 41.324534, 41.325901, 41.328645, 41.329199, 41.329187, 41.327525, 41.32946, 41.33079, 41.332026, 41.331375, 41.326608, 41.324449, 41.322343, 41.320224, 41.312256, 41.304734, 41.299596, 41.296001, 41.291055, 41.290088, 41.291903, 41.291644, 41.29102, 41.289554, 41.284986, 41.283136, 41.281481, 41.279968, 41.278969, 41.277985, 41.281253, 41.281329, 41.276077, 41.275037, 41.27479, 41.266938, 41.261075, 41.248849, 41.247466, 41.24533, 41.243794, 
41.244256, 41.240891, 41.240876, 41.241874, 41.240804, 41.238083, 41.235182, 41.230841, 41.22865, 41.224412, 41.220031, 41.218173, 41.216996, 41.215612, 41.212582, 41.211361, 41.209835, 41.206943, 41.205423, 41.203048, 41.202451, 41.20308, 41.207595, 41.21003, 41.206727, 41.204826, 41.200739, 41.200224, 41.201529, 41.20205, 41.203622, 41.205088, 41.203666, 41.203917, 41.204457, 41.20261, 41.201006, 41.195433, 41.191531, 41.187184, 41.186845, 41.18748, 41.186665, 41.185157, 41.180997, 41.179941, 41.178691, 
41.177261, 41.178106, 41.181423, 41.185578, 41.181525, 41.179315, 41.177872, 41.173867, 41.170113, 41.167399, 41.159804, 41.15032, 41.146974, 41.146328, 41.146415, 41.145664, 41.140124, 41.13444, 41.123993, 41.122986, 41.120509, 41.119074, 41.117936, 41.112074, 41.109624, 41.105759, 41.104849, 41.104405, 41.103358, 41.09956, 41.096302, 41.090158, 41.080902, 41.076295, 41.074273, 41.07007, 41.071952, 41.065865, 41.06169, 41.058284, 41.054377, 41.053225, 41.052325, 41.051045, 41.045523, 41.041188, 
41.036539, 41.030594, 41.02918, 41.028475, 41.026733, 41.02513, 41.023789, 41.022749, 41.021061, 41.019952, 41.014646, 41.01156, 41.009051, 41.008641, 41.006899, 41.002467, 40.999864, 40.999018, 40.997938, 40.99399, 40.994621, 40.99567, 40.992433, 40.992193, 40.992629, 40.995178, 40.999863, 41.006393, 41.010215, 41.011979, 41.011623, 41.013402, 41.014314, 41.013011, 41.013324, 41.0117, 41.008521, 41.005791, 41.004111, 41.005267, 41.004176, 41.006551, 41.011529, 41.012971, 41.014072, 41.019326, 41.020291, 
41.023095, 41.02647, 41.029774, 41.033494, 41.039386, 41.046842, 41.051962, 41.052983, 41.053328, 41.054783, 41.057563, 41.059527, 41.059094, 41.059399, 41.063264, 41.065156, 41.065283, 41.065768, 41.072623, 41.075429, 41.07649, 41.07719, 41.078646, 41.079178, 41.078447, 41.077064, 41.074905, 41.074741, 41.076613, 41.078131, 41.077842, 41.075559, 41.076373, 41.077599, 41.077388, 41.073282, 41.072493, 41.071763, 41.073352, 41.073015, 41.07369, 41.075014, 41.075763, 41.077987, 41.078969, 41.082955, 
41.087082, 41.091947, 41.093558, 41.10118, 41.103767, 41.105782, 41.108642, 41.112715, 41.11559, 41.119006, 41.122891, 41.123453, 41.13021, 41.137947, 41.14065, 41.142519, 41.143178, 41.143222, 41.140268, 41.141547, 41.151664, 41.154654, 41.155431, 41.155814, 41.161412, 41.163054, 41.163116, 41.160535, 41.156284, 41.154472, 41.151941, 41.151023, 41.15129, 41.157739, 41.159144, 41.160123, 41.161208, 41.165541, 41.16776, 41.170716, 41.174082, 41.173877, 41.174526, 41.179944, 41.180878, 41.181755, 41.191166, 
41.193834, 41.197002, 41.203341, 41.208829, 41.211576, 41.21478, 41.218772, 41.222476, 41.226655, 41.227466, 41.231244, 41.236536, 41.24154, 41.245552, 41.249175, 41.249851, 41.251515, 41.254354, 41.256969, 41.258029, 41.260088, 41.262467, 41.265831, 41.273037, 41.273998, 41.276029, 41.278504, 41.282209, 41.285092, 41.286829, 41.290585, 41.292816, 41.300288, 41.303304, 41.305656, 41.307879, 41.310239, 41.31773, 41.318454, 41.321547, 41.324274, 41.326374, 41.327751, 41.329648, 41.334323, 41.337968, 
41.34031, 41.348657, 41.35365, 41.360958, 41.365084, 41.366193, 41.37023, 41.372934, 41.375797, 41.376934, 41.377899, 41.377486, 41.378913, 41.380416, 41.382255, 41.382567, 41.38209, 41.385021, 41.386191, 41.388431, 41.391449, 41.395307, 41.397547, 41.400189, 41.407366, 41.410017, 41.41566, 41.418182, 41.419376, 41.420824, 41.424709, 41.428096, 41.428308, 41.432635, 41.442969, 41.446446, 41.448955, 41.45348, 41.458294, 41.462127, 41.463747, 41.463933, 41.463905, 41.464772, 41.468343, 41.472759, 41.481289, 
41.486677, 41.491853, 41.495761, 41.501941, 41.50209, 41.503276, 41.50737, 41.509627, 41.51242, 41.514767, 41.518314, 41.51979, 41.52031, 41.521719, 41.523669, 41.535012, 41.537944, 41.539391, 41.538614, 41.538616, 41.540895, 41.541616, 41.542824, 41.543864, 41.544139, 41.543623, 41.553049, 41.555825, 41.556993, 41.560758, 41.564029, 41.567974, 41.568809, 41.571771, 41.574279, 41.576246, 41.579149, 41.580385, 41.58207, 41.585123, 41.585637, 41.586033, 41.58674, 41.594875, 41.594603, 41.591407, 41.590944, 
41.593244, 41.595259, 41.595691, 41.593869, 41.591312, 41.595613, 41.599264, 41.606547, 41.615019, 41.6229, 41.623847, 41.626743, 41.628236, 41.629691, 41.631377, 41.633863, 41.634701, 41.633957, 41.637018, 41.643971, 41.652726, 41.669434, 41.676043, 41.683877, 41.688636, 41.693468, 41.694562, 41.694966, 41.696903, 41.699343, 41.701726, 41.706479, 41.709323, 41.714055, 41.720199, 41.724099, 41.725988, 41.732075, 41.734261, 41.738543, 41.742925, 41.74627, 41.752673, 41.761027, 41.76963, 41.781221, 
41.783634, 41.784527, 41.785055, 41.785626, 41.786317, 41.79595, 41.798358, 41.799728, 41.799939, 41.801703, 41.80316, 41.8138, 41.814613, 41.816843, 41.817186, 41.817044, 41.820369, 41.822694, 41.826509, 41.829487, 41.834498, 41.837136, 41.8369, 41.834999, 41.83491, 41.835432, 41.842804, 41.853142, 41.856271, 41.85705, 41.859452, 41.86032, 41.867508, 41.875032, 41.878103, 41.887904, 41.889022, 41.887952, 41.887518, 41.888431, 41.884288, 41.881807, 41.880885, 41.880773, 41.881847, 41.889487, 41.891897, 
41.894173, 41.896961, 41.899004, 41.90529, 41.903591, 41.904229, 41.903141, 41.905968, 41.912451, 41.918218, 41.925125, 41.929024, 41.933328, 41.94773, 41.955772, 41.961256, 41.965407, 41.96773, 41.977323, 41.982406, 41.984074, 41.985312, 41.98761, 41.990932, 41.991264, 41.995164, 41.995655, 41.995855, 41.997827, 42.0008823454219, 42.000527, 42.000474, 42.000525, 42.001641, 41.999268, 41.999108, 42.003845))"
Del Norte,"list(c(-124.211605, -124.126194, -124.100921, -124.100216, -124.087827, -124.086661, -124.020089506762, -124.001188, -123.967200490438, -123.834208, -123.821472, -123.813992, -123.789295, -123.728156, -123.656998, -123.624554, -123.55256, -123.538534400011, -123.525245, -123.517883673787, -123.520398, -123.520125, -123.519565, -123.519854, -123.530457, -123.534262, -123.539361, -123.540935, -123.540286, -123.537819, -123.536289, -123.535371, -123.533827, -123.53287, -123.533533, -123.539764, -123.548845, 
-123.553644, -123.55461, -123.554664, -123.555839, -123.559492, -123.565442, -123.573393, -123.579307, -123.592381, -123.599403, -123.599105, -123.597377, -123.59929, -123.602491, -123.60521, -123.606301, -123.613869, -123.61705, -123.621268, -123.624463, -123.635645, -123.637429, -123.6382, -123.642908, -123.650675, -123.649553, -123.65096, -123.649476, -123.650681, -123.656942, -123.660996, -123.662731, -123.670783, -123.67078, -123.671737, -123.67336, -123.676614, -123.682913, -123.694039, -123.703681, 
-123.702103, -123.702073, -123.703364, -123.699713, -123.698218, -123.69577, -123.693719, -123.693945, -123.689957, -123.688453, -123.684878, -123.680667, -123.675727, -123.672701, -123.673881, -123.674602, -123.676041, -123.684106, -123.685901, -123.68834, -123.683421, -123.681861, -123.682148, -123.678655, -123.67974, -123.678304, -123.673688, -123.668259, -123.661891, -123.661068, -123.659871, -123.660205, -123.664334, -123.669168, -123.670075, -123.670117, -123.668028, -123.664809, -123.663063, 
-123.662843, -123.669816, -123.674692, -123.685393, -123.689583, -123.688445, -123.685084, -123.679926, -123.680444, -123.686072, -123.69664, -123.69839, -123.697056, -123.696556, -123.697467, -123.701485, -123.704264, -123.711031, -123.716106, -123.718797, -123.719174, -123.715675, -123.711479, -123.706535, -123.699028, -123.699132, -123.697587, -123.69493, -123.687858, -123.68232, -123.681345, -123.682611, -123.686832, -123.687895, -123.689095, -123.688577, -123.687221, -123.685355, -123.684807, 
-123.681532, -123.683781, -123.685541, -123.688136, -123.689251, -123.693889, -123.69399, -123.692566, -123.68175, -123.677948, -123.671775, -123.669491, -123.666071, -123.662344, -123.65677, -123.655133, -123.652796, -123.650726, -123.648043, -123.644081, -123.644218, -123.645075, -123.645392, -123.645642, -123.646366, -123.646132, -123.644508, -123.640742, -123.640986, -123.640777, -123.640282, -123.638438, -123.635751, -123.635163, -123.635528, -123.630836, -123.626926, -123.622729, -123.621452, 
-123.620397, -123.617941, -123.61179, -123.612583, -123.614877, -123.612394, -123.615299, -123.618176, -123.622011, -123.633036, -123.637792, -123.643729, -123.648561, -123.647629, -123.644813, -123.642015, -123.63903, -123.638914, -123.641649, -123.647626, -123.656005, -123.656222, -123.655469, -123.658132, -123.660377, -123.661363, -123.746071, -123.751176, -123.770239, -123.770551, -123.865109, -123.885691, -123.885696, -123.912754, -123.914049, -123.968694, -124.041834, -124.055153, -124.055707, 
-124.065519402677, -124.066057, -124.075917, -124.081427, -124.081630466359, -124.081822990433, -124.081987, -124.092404, -124.101123, -124.101403, -124.097385, -124.100961, -124.102434112875, -124.114413, -124.116037, -124.120225, -124.135552, -124.139354, -124.138373, -124.143479, -124.147412, -124.154246, -124.154380740606, -124.15438074283, -124.164716, -124.17739, -124.185363, -124.19104, -124.193233563653, -124.193296557273, -124.193336254934, -124.194953, -124.198037637573, -124.203843, -124.21045612573, 
-124.214733636111, -124.215139617467, -124.224063086195, -124.224311557682, -124.23972, -124.242288, -124.243600957501, -124.244143373188, -124.248704, -124.249238629055, -124.250649918192, -124.250662667401, -124.252499138682, -124.253179966979, -124.253807053991, -124.254657372427, -124.255994, -124.252335375559, -124.245027, -124.23250294569, -124.230678, -124.228649751808, -124.226931177831, -124.219592, -124.208670770666, -124.208439, -124.208269001607, -124.204606420556, -124.204024395132, 
-124.203843538677, -124.203402, -124.203983179747, -124.204042039557, -124.204948, -124.211605, 41.99846, 41.996992, 41.996956, 41.996842, 41.996891, 41.996869, 41.9963058842838, 41.996146, 41.9961398937281, 41.996116, 41.995473, 41.995096, 41.996111, 41.997007, 41.995137, 41.999837, 42.000246, 42.0006572943654, 42.001047, 42.0008823454219, 41.997827, 41.995855, 41.995655, 41.995164, 41.991264, 41.990932, 41.98761, 41.985312, 41.984074, 41.982406, 41.977323, 41.96773, 41.965407, 41.961256, 41.955772, 
41.94773, 41.933328, 41.929024, 41.925125, 41.918218, 41.912451, 41.905968, 41.903141, 41.904229, 41.903591, 41.90529, 41.899004, 41.896961, 41.894173, 41.891897, 41.889487, 41.881847, 41.880773, 41.880885, 41.881807, 41.884288, 41.888431, 41.887518, 41.887952, 41.889022, 41.887904, 41.878103, 41.875032, 41.867508, 41.86032, 41.859452, 41.85705, 41.856271, 41.853142, 41.842804, 41.835432, 41.83491, 41.834999, 41.8369, 41.837136, 41.834498, 41.829487, 41.826509, 41.822694, 41.820369, 41.817044, 41.817186, 
41.816843, 41.814613, 41.8138, 41.80316, 41.801703, 41.799939, 41.799728, 41.798358, 41.79595, 41.786317, 41.785626, 41.785055, 41.784527, 41.783634, 41.781221, 41.76963, 41.761027, 41.752673, 41.74627, 41.742925, 41.738543, 41.734261, 41.732075, 41.725988, 41.724099, 41.720199, 41.714055, 41.709323, 41.706479, 41.701726, 41.699343, 41.696903, 41.694966, 41.694562, 41.693468, 41.688636, 41.683877, 41.676043, 41.669434, 41.652726, 41.643971, 41.637018, 41.633957, 41.634701, 41.633863, 41.631377, 41.629691, 
41.628236, 41.626743, 41.623847, 41.6229, 41.615019, 41.606547, 41.599264, 41.595613, 41.591312, 41.593869, 41.595691, 41.595259, 41.593244, 41.590944, 41.591407, 41.594603, 41.594875, 41.58674, 41.586033, 41.585637, 41.585123, 41.58207, 41.580385, 41.579149, 41.576246, 41.574279, 41.571771, 41.568809, 41.567974, 41.564029, 41.560758, 41.556993, 41.555825, 41.553049, 41.543623, 41.544139, 41.543864, 41.542824, 41.541616, 41.540895, 41.538616, 41.538614, 41.539391, 41.537944, 41.535012, 41.523669, 
41.521719, 41.52031, 41.51979, 41.518314, 41.514767, 41.51242, 41.509627, 41.50737, 41.503276, 41.50209, 41.501941, 41.495761, 41.491853, 41.486677, 41.481289, 41.472759, 41.468343, 41.464772, 41.463905, 41.463933, 41.463747, 41.462127, 41.458294, 41.45348, 41.448955, 41.446446, 41.442969, 41.432635, 41.428308, 41.428096, 41.424709, 41.420824, 41.419376, 41.418182, 41.41566, 41.410017, 41.407366, 41.400189, 41.397547, 41.395307, 41.391449, 41.388431, 41.386191, 41.385021, 41.38209, 41.381687, 41.381053, 
41.380776, 41.464193, 41.464002, 41.463851, 41.465851, 41.465765, 41.465755, 41.465354, 41.464782, 41.46478, 41.464781, 41.4647253102049, 41.470258, 41.501757, 41.511228, 41.5245016365764, 41.5370614258815, 41.547761, 41.553615, 41.569192, 41.578524, 41.585251, 41.602499, 41.6040615815945, 41.616768, 41.628849, 41.640354, 41.657307, 41.671652, 41.678881, 41.709284, 41.717955, 41.728801, 41.7289467437791, 41.7289467461838, 41.740126, 41.745756, 41.739351, 41.736079, 41.736470847941, 41.7364821008264, 
41.7364891922308, 41.736778, 41.7403369569836, 41.747035, 41.7514155483451, 41.7542489801872, 41.7545179030881, 41.7604288274778, 41.7605934155117, 41.7708, 41.772034, 41.7719163331417, 41.7718677220101, 41.771459, 41.7723064127204, 41.774543373759, 41.7745635818682, 41.7774744770196, 41.778553622557, 41.779547585578, 41.7808953811246, 41.783014, 41.7861118377458, 41.7923, 41.8153257911187, 41.818681, 41.8237582068892, 41.8280602226231, 41.846432, 41.8873241847908, 41.888192, 41.8899730512624, 41.9283454410228, 
41.9344432464001, 41.9363380561741, 41.940964, 41.9569321578955, 41.958549355938, 41.983441, 41.99846))"
Modoc,"list(c(-121.447604981143, -121.43961, -121.434977, -121.376101, -121.360253, -121.340517, -121.335734, -121.334385, -121.309981, -121.251099, -121.250537098054, -121.248754734614, -121.247616, -121.126093, -121.094926, -121.035195, -120.879481, -120.819597509205, -120.812279, -120.693941, -120.692219, -120.647173, -120.501069, -120.326005, -120.286424, -120.190779760157, -120.181563, -120.159087218247, -120.001058, -119.999168, -119.999276, -119.998287, -119.998855, -119.99828, -119.998891992094, 
-119.999471, -119.999866, -120.001047, -120.133234, -120.137196, -120.208436, -120.309952, -120.310859, -120.501063, -120.620688, -120.638107, -120.642243, -120.657965, -120.666654, -120.782211, -120.884248, -120.944083, -120.945861, -121.138582, -121.251088, -121.288189, -121.322774, -121.330833, -121.331791, -121.446495, -121.445995, -121.446399, -121.446406, -121.446599, -121.448699, -121.448881, -121.448848, -121.448902, -121.448998, -121.449033, -121.449003, -121.449027, -121.448906, -121.448828, 
-121.448556, -121.449115, -121.44919, -121.449722, -121.449242, -121.449234, -121.448566, -121.44938, -121.448981, -121.456922, -121.456956, -121.456952, -121.456953, -121.456953, -121.456943, -121.456874, -121.447518, -121.447518, -121.447604981143, 41.9971695271326, 41.99708, 41.997022, 41.997026, 41.99668, 41.99622, 41.996518, 41.996655, 41.997612, 41.99757, 41.9974867552673, 41.9972227014243, 41.997054, 41.99601, 41.994658, 41.993323, 41.993781, 41.9941392209354, 41.994183, 41.993676, 41.993677, 
41.993084, 41.993785, 41.993122, 41.993058, 41.9944535206126, 41.994588, 41.9946566083806, 41.995139, 41.99454, 41.874891, 41.749892, 41.624893, 41.618765, 41.5576834616421, 41.499894, 41.183974, 41.183907, 41.184139, 41.184135, 41.184096, 41.184115, 41.184113, 41.183945, 41.184469, 41.184013, 41.184015, 41.183998, 41.18384, 41.184031, 41.184015, 41.184182, 41.184187, 41.184385, 41.184437, 41.183786, 41.183866, 41.183884, 41.183886, 41.183484, 41.207085, 41.287408, 41.292232, 41.428983, 41.429383, 
41.468195, 41.468348, 41.472714, 41.493112, 41.493282, 41.494105, 41.495333, 41.510209, 41.516718, 41.539227, 41.614162, 41.621435, 41.624881, 41.637943, 41.638177, 41.656895, 41.749881, 41.776392, 41.776302, 41.874878, 41.939749, 41.941255, 41.941785, 41.942787, 41.949856, 41.950111, 41.953474, 41.9971695271326))"
