CDS_CODE,ETHNIC,GENDER,E7,E8,E9,E10,E11,E12,EUS,ETOT,D7,D8,D9,D10,D11,D12,DUS,DTOT,YEAR
7.61797E+12,5,M,61,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,5,F,49,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,6,M,27,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1617
7.61797E+12,6,F,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,7,M,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,7,F,4,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1617
7.61797E+12,9,M,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,9,F,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,5,M,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,6,F,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,7,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,2,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,4,M,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,5,M,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,5,F,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,6,M,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,6,F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,7,M,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,7,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,0,M,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,1,M,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,2,M,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,2,F,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,3,M,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,4,M,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,4,F,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,5,M,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,5,F,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,6,M,34,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,6,F,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,7,M,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,7,F,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,9,M,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,9,F,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,0,M,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,0,F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,2,M,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,2,F,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,3,M,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,3,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,4,M,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,4,F,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,5,M,80,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,5,F,79,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,6,M,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,6,F,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,7,M,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1617
7.61797E+12,7,F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,9,M,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61797E+12,9,F,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,7,M,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,2,M,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,1617
7.61804E+12,2,F,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1617
7.61804E+12,4,F,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1617
7.61804E+12,5,M,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,1617
7.61804E+12,6,M,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1617
7.61804E+12,6,F,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1617
7.61804E+12,7,M,0,1,0,5,4,0,2,11,0,0,0,0,0,0,0,0,1617
7.61804E+12,9,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1617
7.61804E+12,2,M,176,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,2,F,151,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,4,M,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,4,F,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,5,M,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,5,F,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,6,M,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,6,F,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,7,M,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,7,F,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,9,M,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,9,F,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,1,M,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,1617
7.61804E+12,1,F,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,1617
7.61804E+12,2,M,0,0,293,271,278,206,0,1048,0,0,0,0,0,0,0,0,1617
7.61804E+12,2,F,0,0,255,242,274,205,0,976,0,0,0,0,0,0,0,0,1617
7.61804E+12,3,M,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,1617
7.61804E+12,3,F,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1617
7.61804E+12,4,M,0,0,19,30,21,18,0,88,0,0,0,0,0,0,0,0,1617
7.61804E+12,4,F,0,0,20,26,11,23,0,80,0,0,0,0,0,0,0,0,1617
7.61804E+12,5,M,0,0,22,35,20,25,0,102,0,0,0,0,0,0,0,0,1617
7.61804E+12,5,F,0,0,25,21,26,14,0,86,0,0,0,0,0,0,0,0,1617
7.61804E+12,6,M,0,0,8,7,9,7,0,31,0,0,0,0,1,0,0,1,1617
7.61804E+12,6,F,0,0,11,13,12,5,0,41,0,0,0,0,0,0,0,0,1617
7.61804E+12,7,M,0,0,54,37,53,50,0,194,0,0,0,0,0,0,0,0,1617
7.61804E+12,7,F,0,0,61,50,46,45,0,202,0,0,0,0,0,0,0,0,1617
7.61804E+12,9,M,0,0,26,15,21,17,0,79,0,0,0,0,0,0,0,0,1617
7.61804E+12,9,F,0,0,20,15,19,7,0,61,0,0,0,0,0,0,0,0,1617
7.61804E+12,1,M,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,1,F,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,2,M,128,130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1617
7.61804E+12,2,F,124,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,3,M,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,4,M,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,4,F,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,5,M,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,5,F,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,6,M,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,6,F,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,7,M,37,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,7,F,44,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,9,M,6,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1617
7.61804E+12,9,F,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61804E+12,1,M,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,1617
7.61804E+12,1,F,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1617
7.61804E+12,2,M,0,0,109,91,76,75,0,351,0,0,0,0,0,0,0,0,1617
7.61804E+12,2,F,0,0,97,88,94,75,0,354,0,0,0,0,0,1,0,1,1617
7.61804E+12,3,M,0,0,2,2,1,1,0,6,0,0,0,0,0,0,0,0,1617
7.61804E+12,3,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1617
7.61804E+12,4,M,0,0,9,14,13,13,0,49,0,0,0,0,0,0,0,0,1617
7.61804E+12,4,F,0,0,12,18,12,18,0,60,0,0,0,0,0,0,0,0,1617
7.61804E+12,5,M,0,0,37,47,40,36,0,160,0,0,0,0,0,0,0,0,1617
7.61804E+12,5,F,0,0,41,36,37,38,0,152,0,0,0,0,0,0,0,0,1617
7.61804E+12,6,M,0,0,10,9,12,10,0,41,0,0,0,0,0,0,0,0,1617
7.61804E+12,6,F,0,0,13,12,7,7,0,39,0,0,0,0,0,0,0,0,1617
7.61804E+12,7,M,0,0,146,175,157,160,0,638,0,0,0,0,0,0,0,0,1617
7.61804E+12,7,F,0,0,163,156,149,166,0,634,0,0,0,1,0,0,0,1,1617
7.61804E+12,9,M,0,0,26,20,31,30,0,107,0,0,0,0,0,0,0,0,1617
7.61804E+12,9,F,0,0,29,27,38,28,0,122,0,0,0,0,0,0,0,0,1617
7.61804E+12,1,M,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1617
7.61804E+12,2,M,1,3,1,1,3,2,0,7,0,0,0,0,0,0,0,0,1617
7.61804E+12,2,F,1,1,4,1,3,2,0,10,0,0,0,0,0,0,0,0,1617
7.61804E+12,3,M,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1617
7.61804E+12,4,M,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1617
7.61804E+12,5,M,1,4,1,1,4,5,0,11,0,0,0,0,0,0,0,0,1617
7.61804E+12,5,F,2,1,1,0,6,6,0,13,0,0,0,0,0,0,0,0,1617
7.61804E+12,6,M,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1617
7.61804E+12,6,F,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1617
7.61804E+12,7,M,1,4,1,6,13,14,0,34,0,0,0,0,0,1,0,1,1617
7.61804E+12,7,F,5,4,4,13,17,32,0,66,0,0,0,0,0,0,0,0,1617
7.61804E+12,9,M,0,2,2,0,0,1,0,3,0,0,0,0,0,0,0,0,1617
7.61804E+12,9,F,1,0,1,3,1,3,0,8,0,0,0,0,0,0,0,0,1617
7.61804E+12,1,M,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,1617
7.61804E+12,1,F,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,1617
7.61804E+12,2,M,0,0,61,61,55,47,0,224,0,0,0,0,0,0,0,0,1617
7.61804E+12,2,F,0,0,58,47,41,33,0,179,0,0,0,0,0,0,0,0,1617
7.61804E+12,3,F,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1617
7.61804E+12,4,M,0,0,3,6,7,9,0,25,0,0,0,0,0,0,0,0,1617
7.61804E+12,4,F,0,0,8,8,9,5,0,30,0,0,0,0,0,0,0,0,1617
7.61804E+12,5,M,0,0,26,22,20,24,0,92,0,0,0,0,0,0,0,0,1617
7.61804E+12,5,F,0,0,20,30,29,26,0,105,0,0,0,0,0,0,0,0,1617
7.61804E+12,6,M,0,0,3,1,3,6,0,13,0,0,0,0,0,0,0,0,1617
7.61804E+12,6,F,0,0,3,3,2,1,0,9,0,0,0,0,0,0,0,0,1617
7.61804E+12,7,M,0,0,185,194,181,200,0,760,0,0,0,0,1,0,0,1,1617
7.61804E+12,7,F,0,0,190,204,175,182,0,751,0,0,0,0,0,0,0,0,1617
7.61804E+12,9,M,0,0,26,27,20,16,0,89,0,0,0,0,0,0,0,0,1617
7.61804E+12,9,F,0,0,24,17,22,19,0,82,0,0,0,0,0,0,0,0,1617
7.61804E+12,2,M,0,0,15,15,14,19,0,63,0,0,0,0,0,0,0,0,1617
7.61804E+12,2,F,0,0,24,20,20,15,0,79,0,0,0,0,0,0,0,0,1617
7.61804E+12,4,M,0,0,2,3,6,3,0,14,0,0,0,0,0,0,0,0,1617
7.61804E+12,4,F,0,0,4,3,4,5,0,16,0,0,0,0,0,0,0,0,1617
7.61804E+12,5,M,0,0,26,19,21,21,0,87,0,0,0,0,0,0,0,0,1617
7.61804E+12,5,F,0,0,21,26,27,29,0,103,0,0,0,0,0,0,0,0,1617
7.61804E+12,6,M,0,0,2,4,3,1,0,10,0,0,0,0,0,0,0,0,1617
7.61804E+12,6,F,0,0,1,3,2,1,0,7,0,0,0,0,0,1,0,1,1617
7.61804E+12,7,M,0,0,194,188,201,197,0,780,0,0,0,0,0,0,0,0,1617
7.61804E+12,7,F,0,0,205,189,199,192,0,785,0,0,0,0,0,0,0,0,1617
7.61804E+12,9,M,0,0,20,13,7,10,0,50,0,0,0,0,0,0,0,0,1617
7.61804E+12,9,F,0,0,17,22,20,8,0,67,0,0,0,0,0,0,0,0,1617
7.61804E+12,2,M,0,0,0,0,0,1,8,9,0,0,0,0,0,0,0,0,1617
7.61804E+12,2,F,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,1617
7.61804E+12,3,M,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1617
7.61804E+12,4,M,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,1617
7.61804E+12,4,F,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,1617
7.61804E+12,5,M,0,0,0,0,2,10,3,15,0,0,0,0,0,1,0,1,1617
7.61804E+12,5,F,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1617
7.61804E+12,6,M,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,1617
7.61804E+12,7,M,0,0,0,1,7,12,19,39,0,0,0,0,0,0,0,0,1617
7.61804E+12,7,F,0,0,0,1,1,3,5,10,0,0,0,0,0,1,0,1,1617
7.61804E+12,9,M,0,0,0,0,1,2,1,4,0,0,0,0,0,0,0,0,1617
7.61804E+12,9,F,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1617
7.61805E+12,2,M,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,2,F,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,3,F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,4,M,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,4,F,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,5,M,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,5,F,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,6,M,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,6,F,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,7,M,147,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,7,F,119,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,9,M,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,9,F,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,2,M,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,2,F,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,3,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,4,M,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,4,F,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,5,M,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,5,F,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,7,M,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,7,F,72,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,9,M,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,9,F,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,1,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,1,F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,2,M,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,2,F,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,3,F,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,4,M,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,5,M,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,5,F,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,6,F,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,7,M,83,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,7,F,76,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,9,M,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,9,F,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,2,M,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,2,F,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,3,M,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,3,F,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,4,M,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,4,F,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,5,M,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,5,F,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,6,M,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,6,F,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,7,M,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,7,F,63,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,9,M,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,9,F,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,2,M,65,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,2,F,56,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,3,M,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,3,F,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,4,M,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,4,F,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,5,M,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,5,F,13,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1617
7.61805E+12,6,M,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,6,F,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,7,M,82,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1617
7.61805E+12,7,F,70,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1617
7.61805E+12,9,M,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,9,F,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,1,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,1,F,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,2,M,68,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,2,F,78,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,4,M,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,4,F,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1617
7.61805E+12,5,M,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,5,F,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,6,M,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,6,F,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,7,M,78,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,7,F,69,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,9,M,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61805E+12,9,F,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61812E+12,2,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61812E+12,7,M,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61812E+12,0,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61812E+12,2,M,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61812E+12,2,F,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1617
7.61812E+12,3,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61812E+12,5,M,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61812E+12,5,F,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61812E+12,7,M,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61812E+12,7,F,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61812E+12,9,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61812E+12,9,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61813E+12,0,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61813E+12,0,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61813E+12,2,M,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61813E+12,2,F,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61813E+12,3,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61813E+12,3,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61813E+12,4,M,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61813E+12,4,F,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61813E+12,5,M,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61813E+12,5,F,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61813E+12,6,M,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61813E+12,6,F,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61813E+12,7,M,113,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61813E+12,7,F,105,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61813E+12,9,M,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
7.61813E+12,9,F,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
8.10082E+12,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1617
8.10082E+12,6,M,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1617
8.10082E+12,7,M,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1617
8.10082E+12,7,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1617
8.10082E+12,3,M,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1617
8.10082E+12,5,M,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,1617
8.10082E+12,6,M,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,1617
8.10082E+12,1,M,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
8.10082E+12,1,F,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
8.10082E+12,5,M,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
8.10082E+12,5,F,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
8.10082E+12,7,M,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
8.10082E+12,7,F,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1617
8.10082E+12,9,M,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
8.10082E+12,9,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
8.10082E+12,1,M,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,2,1617
8.10082E+12,1,F,0,1,1,0,2,2,0,5,0,0,0,0,1,0,0,1,1617
8.10082E+12,2,M,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1617
8.10082E+12,5,M,0,0,0,1,2,1,0,4,0,0,0,0,2,0,0,2,1617
