CDS_CODE,COUNTY,DISTRICT,SCHOOL,HISPANIC,AM_IND,ASIAN,PAC_ISLD,FILIPINO,AFRICAN_AM,WHITE,TWO_MORE_RACES,NOT_REPORTED,TOTAL,YEAR
1.96457E+13,Los Angeles,Glendale Unified,Glendale High,56,0,12,0,39,3,84,2,0,196,1617
1.96457E+13,Los Angeles,Glendale Unified,Herbert Hoover High,22,0,11,0,12,5,70,1,0,121,1617
1.96457E+13,Los Angeles,Glendale Unified,Verdugo Academy,1,0,3,0,1,0,7,0,0,12,1617
1.96457E+13,Los Angeles,Glendale Unified,Anderson W. Clark Magnet High,16,0,13,0,10,0,148,1,0,188,1617
1.96458E+13,Los Angeles,Glendora Unified,Glendora High,116,1,41,0,16,2,185,17,0,378,1617
1.96458E+13,Los Angeles,Glendora Unified,Whitcomb Continuation High,0,0,0,0,0,0,0,0,0,0,1617
1.96458E+13,Los Angeles,Gorman Joint,Gorman Learning Center,1,0,2,0,0,0,2,0,0,5,1617
1.96459E+13,Los Angeles,Hawthorne,Hawthorne Math and Science Academy,72,0,5,0,5,8,7,1,0,98,1617
1.96463E+13,Los Angeles,Inglewood Unified,"Nonpublic, Nonsectarian Schools",0,0,0,0,0,0,0,0,0,0,1617
1.96463E+13,Los Angeles,Inglewood Unified,Inglewood High,41,0,0,0,0,14,0,0,0,55,1617
1.96463E+13,Los Angeles,Inglewood Unified,Morningside High School,19,0,1,0,0,10,0,0,0,30,1617
1.96463E+13,Los Angeles,Inglewood Unified,City Honors College Preparatory Academy,12,0,0,0,0,16,0,0,0,28,1617
1.96463E+13,Los Angeles,Inglewood Unified,Animo Inglewood Charter High,88,0,0,0,0,11,0,2,0,101,1617
1.96466E+13,Los Angeles,La Canada Unified,"Nonpublic, Nonsectarian Schools",0,0,0,0,0,0,0,0,0,0,1617
1.96466E+13,Los Angeles,La Canada Unified,La Canada High,21,0,66,0,1,3,140,14,0,245,1617
1.96468E+13,Los Angeles,Las Virgenes Unified,Agoura High,17,1,26,0,2,3,214,8,0,271,1617
1.96468E+13,Los Angeles,Las Virgenes Unified,Indian Hills Continuation High,0,0,0,0,0,0,0,0,0,0,1617
1.96468E+13,Los Angeles,Las Virgenes Unified,Calabasas High,10,0,20,2,4,2,206,2,2,248,1617
1.96469E+13,Los Angeles,Lawndale Elementary,Environmental Charter High,79,0,6,0,1,13,2,1,1,103,1617
1.96471E+13,Los Angeles,Lennox,"Lennox Mathematics, Science and Technology Academy",95,0,0,1,0,1,0,0,0,97,1617
1.96471E+13,Los Angeles,Lennox,Animo Leadership High,127,0,0,0,0,3,0,0,0,130,1617
1.96473E+13,Los Angeles,Long Beach Unified,District Office,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Long Beach Unified,"Nonpublic, Nonsectarian Schools",0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Long Beach Unified,Select Community Day (Secondary),0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Long Beach Unified,Beach High-Intensive Learning Program,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Long Beach Unified,"Ernest S. McBride, Sr. High",38,1,7,1,9,7,33,6,3,105,1617
1.96473E+13,Los Angeles,Long Beach Unified,Clear Passage Educational Center,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Long Beach Unified,Avalon K-12,19,0,0,0,0,0,12,0,0,31,1617
1.96473E+13,Los Angeles,Long Beach Unified,Jordan High,204,1,17,3,8,47,5,1,1,287,1617
1.96473E+13,Los Angeles,Long Beach Unified,Lakewood High,148,1,48,6,36,51,77,3,8,378,1617
1.96473E+13,Los Angeles,Long Beach Unified,Millikan High,247,1,13,5,21,30,122,3,7,449,1617
1.96473E+13,Los Angeles,Long Beach Unified,Polytechnic High,174,0,121,14,55,103,101,9,3,580,1617
1.96473E+13,Los Angeles,Long Beach Unified,Reid High,0,0,0,0,0,1,0,0,0,1,1617
1.96473E+13,Los Angeles,Long Beach Unified,Wilson High,219,0,38,7,14,35,137,5,10,465,1617
1.96473E+13,Los Angeles,Long Beach Unified,California Academy of Mathematics and Science,61,0,29,3,25,30,16,5,0,169,1617
1.96473E+13,Los Angeles,Long Beach Unified,Educational Partnership High,0,0,1,0,0,0,0,0,0,1,1617
1.96473E+13,Los Angeles,Long Beach Unified,Cabrillo High,132,0,13,3,42,32,5,1,0,228,1617
1.96473E+13,Los Angeles,Long Beach Unified,Renaissance High School for the Arts,23,0,3,0,1,20,8,0,0,55,1617
1.96473E+13,Los Angeles,Los Angeles Unified,"Nonpublic, Nonsectarian Schools",0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,High Tech LA,33,3,6,0,3,0,36,1,1,83,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Wallis Annenberg High,78,0,0,0,1,4,0,0,0,83,1617
1.96473E+13,Los Angeles,Los Angeles Unified,North Valley Military Institute College Preparator,22,0,0,0,0,0,0,1,0,23,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Central City Value,79,0,0,0,1,1,0,0,0,81,1617
1.96473E+13,Los Angeles,Los Angeles Unified,ICEF View Park Preparatory Charter High,8,0,2,1,0,143,0,0,0,154,1617
1.96473E+13,Los Angeles,Los Angeles Unified,William J. Johnston Community Day,4,0,0,0,0,1,0,0,0,5,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Crenshaw Arts-Technology Charter High,3,0,0,0,1,40,1,0,0,45,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Oscar De La Hoya Animo Charter High,88,0,0,0,0,0,0,0,0,88,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Renaissance Arts Academy,20,0,2,0,1,2,5,0,0,30,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Aggeler Community Day,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Animo South Los Angeles Charter,66,0,0,0,0,20,0,1,0,87,1617
1.96473E+13,Los Angeles,Los Angeles Unified,New Designs Charter,65,0,0,0,0,14,0,0,2,81,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Richard A. Alonzo Community Day,5,0,0,0,0,0,0,0,0,5,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Middle College High,51,0,0,0,1,15,1,0,0,68,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Harbor Teacher Preparation Academy,60,0,5,3,20,12,7,1,1,109,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Ivy Academia,15,0,5,0,1,1,14,0,0,36,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Camino Nuevo Charter High,64,0,0,0,1,0,0,0,0,65,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Animo Venice Charter High,99,0,0,0,0,2,1,0,0,102,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Animo Pat Brown,118,0,0,0,0,2,0,0,0,120,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,113,0,1,0,0,2,0,0,0,116,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Orthopaedic Hospital,114,0,1,0,2,2,0,0,0,119,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Northridge Academy High,85,0,3,0,6,2,34,3,0,133,1617
1.96473E+13,Los Angeles,Los Angeles Unified,International Studies Learning Center at Legacy Hi,70,0,0,0,0,0,0,0,0,70,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Port of Los Angeles High,79,0,1,1,9,8,12,4,0,114,1617
1.96473E+13,Los Angeles,Los Angeles Unified,CHAMPS - Charter HS of Arts-Multimedia & Performin,40,0,6,1,0,11,51,14,0,123,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Alliance Judy Ivie Burton Technology Academy High,126,0,0,0,0,5,0,0,0,131,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Larchmont Charter,12,0,11,0,1,9,11,1,0,45,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Alliance Collins Family College-Ready High,136,0,1,0,0,0,0,0,0,137,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Santee Education Complex,155,0,0,0,0,6,1,0,0,162,1617
1.96473E+13,Los Angeles,Los Angeles Unified,South East High,234,1,0,0,0,3,0,0,0,238,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Maywood Academy High,160,0,0,0,0,0,0,0,0,160,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Cal Burke High,1,0,0,0,0,0,0,0,0,1,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Los Angeles Academy of Arts & Enterprise Charter,43,0,0,0,1,0,0,0,0,44,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Frida Kahlo High,3,0,0,0,0,0,0,0,0,3,1617
1.96473E+13,Los Angeles,Los Angeles Unified,New Village Girls Academy,26,0,0,0,1,1,0,1,0,29,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Alliance Patti And Peter Neuwirth Leadership Acade,127,0,0,0,0,4,2,0,0,133,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Alliance Dr. Olga Mohan High,103,0,0,0,0,1,0,0,0,104,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Animo Ralph Bunche Charter High,74,1,0,0,0,0,0,0,0,75,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Animo Jackie Robinson High,79,0,0,0,0,6,0,0,0,85,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Animo Watts College Preparatory Academy,56,0,1,0,1,4,0,0,0,62,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Alliance Ouchi-O'Donovan 6-12 Complex,113,1,0,0,0,8,0,0,0,122,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Alliance Marc & Eva Stern Math and Science,134,3,2,0,2,1,0,0,0,142,1617
1.96473E+13,Los Angeles,Los Angeles Unified,School of Business and Tourism at Contreras Learni,53,0,2,1,2,0,0,0,0,58,1617
1.96473E+13,Los Angeles,Los Angeles Unified,East Valley Senior High,48,1,1,0,0,3,1,0,0,54,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Arleta High,227,0,3,0,4,4,5,0,0,243,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Panorama High,72,0,0,0,6,2,0,0,0,80,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Bright Star Secondary Charter Academy,94,0,2,0,0,11,1,0,0,108,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Contreras Learning Center-Los Angeles School of Gl,28,0,0,0,1,0,0,0,0,29,1617
1.96473E+13,Los Angeles,Los Angeles Unified,West Adams Preparatory High,135,0,2,0,0,3,0,0,0,140,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Magnolia Science Academy 3,26,0,1,0,0,10,1,0,0,38,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Magnolia Science Academy 2,15,0,4,0,3,1,7,1,0,31,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Discovery Charter Preparatory School #2,70,0,0,0,0,0,0,0,0,70,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Alliance Morgan McKinzie High,51,1,0,0,0,0,0,0,0,52,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Jack London Community Day,3,0,0,0,0,0,1,0,0,4,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Edward R. Roybal Learning Center,117,0,10,0,7,4,0,0,0,138,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Helen Bernstein High,34,0,3,0,1,3,3,0,0,44,1617
1.96473E+13,Los Angeles,Los Angeles Unified,APEX Academy,31,0,1,0,0,0,0,1,0,33,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Alliance Piera Barbaglia Shaheen Health Services A,83,0,0,0,0,9,1,0,0,93,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Alliance Leichtman-Levine Family Foundation Enviro,118,0,6,0,3,1,4,0,0,132,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Magnolia Science Academy 4,17,0,0,1,0,5,4,0,0,27,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Contreras Learning Center-Academic Leadership Comm,47,0,0,0,1,0,0,1,0,49,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Los Angeles High School of the Arts,37,0,7,0,6,2,1,0,0,53,1617
1.96473E+13,Los Angeles,Los Angeles Unified,School for the Visual Arts and Humanities,36,0,6,0,1,1,0,0,0,44,1617
1.96473E+13,Los Angeles,Los Angeles Unified,New Millennium Secondary,4,0,0,1,0,30,0,0,0,35,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Alain Leroy Locke College Preparatory Academy,121,0,0,0,0,12,0,0,0,133,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Sun Valley High,40,0,0,0,0,0,0,0,0,40,1617
1.96473E+13,Los Angeles,Los Angeles Unified,New Open World Academy K-12,56,0,7,0,1,3,0,0,0,67,1617
1.96473E+13,Los Angeles,Los Angeles Unified,UCLA Community K-12,41,0,14,0,3,0,0,0,0,58,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Ramon C. Cortines School of Visual and Performing,164,1,14,1,11,14,25,3,0,233,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Felicitas and Gonzalo Mendez High,76,0,0,0,0,1,1,0,0,78,1617
1.96473E+13,Los Angeles,Los Angeles Unified,New Designs Charter School-Watts,20,0,0,0,0,8,0,0,0,28,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Daniel Pearl Journalism & Communications Magnet,38,1,2,0,6,4,20,1,0,72,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Dorothy V. Johnson Community Day,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Ambassador-Global Leadership,27,0,16,0,3,3,0,1,0,50,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Alliance Cindy and Bill Simon Technology Academy H,99,0,0,0,0,10,0,0,0,109,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Alliance Tennenbaum Family Technology High,68,1,3,0,4,0,1,0,0,77,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Environmental and Social Policy Magnet,19,1,1,0,0,0,0,0,0,21,1617
1.96473E+13,Los Angeles,Los Angeles Unified,"Math, Science, & Technology Magnet Academy at Roos",73,0,2,0,0,0,0,0,0,75,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Esteban Torres East LA Performing Arts Magnet,58,0,0,0,0,1,1,0,0,60,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Humanitas Academy of Art and Technology at Esteban,38,0,0,0,0,0,0,0,0,38,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Social Justice Leadership Academy at Esteban E. To,32,0,0,0,0,0,0,0,0,32,1617
1.96473E+13,Los Angeles,Los Angeles Unified,East Los Angeles Renaissance Academy at Esteban E.,36,0,0,0,0,0,1,0,0,37,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Engineering and Technology Academy at Esteban E. T,30,0,0,0,1,0,0,0,0,31,1617
1.96473E+13,Los Angeles,Los Angeles Unified,PUC Lakeview Charter High,36,0,2,0,1,1,1,0,1,42,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Alliance Susan and Eric Smidt Technology High,106,4,1,0,0,3,1,0,0,115,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Alliance Ted K. Tajima High,48,0,1,0,2,0,0,0,0,51,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Valley Academy of Arts and Sciences,65,0,9,1,12,5,32,2,0,126,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academy - Arts/Theatre/En,81,2,0,0,0,8,0,0,0,91,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Social Justice,106,0,0,0,0,2,3,0,0,111,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Academy of Scie,74,0,1,0,1,0,2,0,0,78,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Technology Prep,30,0,0,0,0,0,0,0,0,30,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Los Angeles River at Sonia Sotomayor Learning Acad,38,0,0,0,0,1,0,0,0,39,1617
1.96473E+13,Los Angeles,Los Angeles Unified,School of History and Dramatic Arts at Sonia Sotom,37,0,1,0,1,1,2,0,0,42,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Dr. Maya Angelou Community High,63,0,0,0,0,4,0,0,0,67,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Public Service Community at Diego Rivera Learning,52,0,0,0,0,1,0,0,0,53,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Communication and Technology at Diego Rivera Learn,57,0,0,0,0,0,0,0,0,57,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Diego Rivera Learning Complex Green Design STEAM A,41,0,0,0,0,1,0,0,0,42,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Performing Arts Community at Diego Rivera Learning,40,0,0,0,0,4,0,0,0,44,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Rancho Dominguez Preparatory,46,1,3,2,7,21,3,0,0,83,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Synergy Quantum Academy,151,0,0,0,0,5,0,0,0,156,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Animo College Preparatory Academy,41,1,0,0,0,8,0,0,0,50,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Alliance Renee and Meyer Luskin Academy High,87,0,0,0,0,16,0,0,0,103,1617
1.96473E+13,Los Angeles,Los Angeles Unified,PUC Early College Academy for Leaders and Scholars,68,1,3,0,2,0,0,0,0,74,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Ednovate - USC Hybrid High,61,1,3,0,7,23,1,1,0,97,1617
1.96473E+13,Los Angeles,Los Angeles Unified,STEM Academy at Bernstein High,85,0,5,0,9,3,2,0,0,104,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Math and Science College Preparatory,76,2,1,0,2,13,0,0,0,94,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Hilda L. Solis Learning Academy School of Technolo,15,0,0,0,0,0,2,0,0,17,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Augustus F. Hawkins High A Critical Design and Gam,55,0,0,0,0,8,0,0,0,63,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Augustus F. Hawkins High B Community Health Advoca,59,0,0,0,0,5,0,0,0,64,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Augustus F. Hawkins High C Responsible Indigenous,43,0,0,0,0,17,0,0,0,60,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High A Huntington Park Ins,87,0,0,0,0,0,0,0,0,87,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High B LIBRA Academy,100,0,0,0,0,0,1,0,0,101,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High C School of Social Ju,66,0,0,0,0,1,1,0,0,68,1617
1.96473E+13,Los Angeles,Los Angeles Unified,"Science, Technology, Engineering, Arts and Mathema",67,0,0,0,0,0,1,0,0,68,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Visual and Performing Arts at Legacy High School C,42,0,0,0,0,0,0,0,0,42,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Academy for Multilingual Arts and Science at Mervy,42,0,0,0,0,5,2,0,0,49,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Academies of Education and Empowerment at Carson H,36,0,1,5,19,22,1,0,0,84,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Academy of Medical Arts at Carson High,31,0,3,0,30,3,1,0,0,68,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Humanities and Arts (HARTS) Academy of Los Angeles,31,0,1,3,3,8,5,1,0,52,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Contreras Learning Center-School of Social Justice,57,0,0,0,2,0,0,0,0,59,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Early College Academy-LA Trade Tech College,6,0,0,0,0,0,0,0,0,6,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Executive Preparatory Academy of Finance,11,0,0,0,0,20,0,0,0,31,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Valor Academy High,84,0,2,0,2,1,1,0,0,90,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Camino Nuevo High #2,106,0,0,0,3,0,0,0,0,109,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Boyle Heights STEM High,4,0,0,0,0,0,0,0,0,4,1617
1.96473E+13,Los Angeles,Los Angeles Unified,TEACH Tech Charter High,8,1,0,0,0,9,0,0,0,18,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Banning Academies of Creative and Innovative Scien,29,0,0,0,1,2,0,0,0,32,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Sylmar Biotech Health Academy,34,0,1,0,1,2,1,0,0,39,1617
1.96473E+13,Los Angeles,Los Angeles Unified,PUC Triumph Charter Academy and PUC Triumph Charte,80,0,0,0,0,2,0,0,0,82,1617
1.96473E+13,Los Angeles,Los Angeles Unified,PUC CALS Middle School and Early College High,44,0,0,0,2,0,0,0,2,48,1617
1.96473E+13,Los Angeles,Los Angeles Unified,William Tell Aggeler Opportunity High,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Harris Newmark Continuation,3,0,0,0,0,0,0,0,0,3,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Central High,10,0,0,1,0,2,1,0,0,14,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Whitney Young Continuation,0,0,0,0,0,2,0,0,0,2,1617
1.96473E+13,Los Angeles,Los Angeles Unified,View Park Continuation,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Moneta Continuation,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,San Antonio Continuation,2,0,0,0,0,1,0,0,0,3,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Pueblo de Los Angeles Continuation,2,0,0,0,0,0,0,0,0,2,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Harold McAlister High (Opportunity),3,0,0,0,0,1,0,0,0,4,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Phineas Banning Senior High,136,0,0,0,4,0,0,1,0,141,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Thomas Riley High,3,0,0,0,0,0,0,0,0,3,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Angel's Gate (Continuation),0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Phoenix Continuation,0,0,0,0,0,0,1,0,0,1,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Mt. Lukens Continuation,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Bell Senior High,288,0,0,0,0,1,9,0,0,298,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Belmont Senior High,86,0,1,0,4,2,1,1,0,95,1617
1.96473E+13,Los Angeles,Los Angeles Unified,John R. Wooden High,1,0,0,0,0,0,0,0,0,1,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Simon Rodia Continuation,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Birmingham Community Charter High,280,1,6,0,11,19,25,4,0,346,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Cheviot Hills Continuation,1,0,0,0,0,0,1,0,0,2,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Amelia Earhart Continuation,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Albert Einstein Continuation,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Highland Park Continuation,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Robert H. Lewis Continuation,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Jack London Continuation,1,0,0,0,0,0,0,0,0,1,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Metropolitan Continuation,4,0,0,0,0,0,0,0,0,4,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Canoga Park Senior High,85,0,6,1,2,1,8,0,0,103,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Mission Continuation,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Owensmouth Continuation,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,George S. Patton Continuation,1,0,0,0,0,0,0,0,0,1,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Carson Senior High,80,1,5,6,38,21,1,2,0,154,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Will Rogers Continuation,4,0,1,0,0,0,0,0,0,5,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Stoney Point Continuation,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Zane Grey Continuation,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Independence Continuation,1,0,0,0,0,0,0,0,0,1,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Chatsworth Charter High,118,0,22,0,14,12,44,2,0,212,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Valley Alternative Magnet,14,0,4,0,1,0,15,0,0,34,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Whitman Continuation,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Grover Cleveland Charter High,163,0,78,2,23,18,122,4,0,410,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Avalon High,1,0,0,0,0,0,0,0,0,1,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Ellington (Duke) High (Continuation),0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,John Hope Continuation,2,0,0,0,0,0,0,0,0,2,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Monterey Continuation,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Odyssey Continuation,3,0,0,0,0,0,0,0,0,3,1617
1.96473E+13,Los Angeles,Los Angeles Unified,"Crenshaw Science, Technology, Engineering, Math an",16,0,0,0,0,53,0,0,0,69,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Henry David Thoreau Continuation,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Eagle Tree Continuation,2,0,0,0,0,0,0,0,0,2,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Jane Addams Continuation,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Evergreen Continuation,4,0,0,0,0,0,0,0,0,4,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Susan Miller Dorsey Senior High,39,0,0,0,0,45,1,0,0,85,1617
1.96473E+13,Los Angeles,Los Angeles Unified,West Hollywood Opportunity,0,0,0,0,0,0,0,0,0,0,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Eagle Rock High,150,0,17,0,67,4,31,2,0,271,1617
1.96473E+13,Los Angeles,Los Angeles Unified,El Camino Real Charter High,99,0,44,3,29,28,169,14,5,391,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Boyle Heights Continuation,1,0,0,0,0,0,0,0,0,1,1617
1.96473E+13,Los Angeles,Los Angeles Unified,Los Angeles Center for Enriched Studies,35,1,54,1,4,8,58,2,0,163,1617
